product_id,product_name,category_id,price,stock_quantity
159,Product_159,336,3629,814
160,Product_160,378,1334,81
161,Product_161,467,529,715
162,Product_162,476,3927,166
163,Product_163,470,4514,122
164,Product_164,140,2423,468
165,Product_165,377,1669,831
166,Product_166,135,186,377
167,Product_167,302,2328,983
168,Product_168,493,2614,998
169,Product_169,27,617,517
170,Product_170,246,3413,979
171,Product_171,282,2205,934
172,Product_172,285,1621,644
173,Product_173,234,3554,207
174,Product_174,3,3004,998
175,Product_175,234,912,655
176,Product_176,54,1812,300
177,Product_177,86,1911,620
178,Product_178,326,1529,880
179,Product_179,394,3113,803
180,Product_180,426,2096,39
181,Product_181,376,303,952
182,Product_182,247,4572,488
183,Product_183,335,4507,750
184,Product_184,106,3682,80
185,Product_185,272,3218,720
186,Product_186,465,857,582
187,Product_187,192,3146,887
188,Product_188,93,2746,88
189,Product_189,267,3313,42
190,Product_190,493,3802,930
191,Product_191,500,2832,862
192,Product_192,62,911,202
193,Product_193,242,4071,100
194,Product_194,388,3353,902
195,Product_195,202,2889,438
196,Product_196,36,1834,445
197,Product_197,330,4745,277
198,Product_198,244,1924,862
199,Product_199,417,1390,305
200,Product_200,84,2397,499
201,Product_201,143,2667,386
202,Product_202,323,534,24
203,Product_203,69,3127,193
204,Product_204,13,84,169
205,Product_205,243,997,190
206,Product_206,295,4322,687
207,Product_207,56,2579,596
208,Product_208,242,3798,295
209,Product_209,312,937,480
210,Product_210,413,1164,490
211,Product_211,30,816,875
212,Product_212,349,4084,269
213,Product_213,103,1846,52
214,Product_214,286,415,224
215,Product_215,325,377,965
216,Product_216,63,4065,319
217,Product_217,152,615,729
218,Product_218,415,4225,908
219,Product_219,338,2595,294
220,Product_220,255,4618,681
221,Product_221,106,441,674
222,Product_222,379,2717,27
223,Product_223,430,1934,640
224,Product_224,315,2305,222
225,Product_225,245,1534,642
226,Product_226,433,208,709
227,Product_227,362,2762,766
228,Product_228,321,157,658
229,Product_229,292,3884,101
230,Product_230,64,4902,329
231,Product_231,168,3203,991
232,Product_232,189,3968,843
233,Product_233,240,3607,939
234,Product_234,12,4135,696
235,Product_235,79,1435,211
236,Product_236,251,1226,573
237,Product_237,241,3016,182
238,Product_238,108,4073,331
239,Product_239,305,537,414
240,Product_240,120,1209,538
241,Product_241,46,179,190
242,Product_242,90,4570,901
243,Product_243,240,3685,473
244,Product_244,371,326,171
245,Product_245,219,4158,444
246,Product_246,437,1128,62
247,Product_247,52,3270,419
248,Product_248,102,267,447
249,Product_249,48,810,774
250,Product_250,198,1682,450
251,Product_251,367,4163,43
252,Product_252,96,3493,921
253,Product_253,198,1169,376
254,Product_254,461,1039,291
255,Product_255,490,3429,758
256,Product_256,168,3984,161
257,Product_257,484,432,273
258,Product_258,326,127,342
259,Product_259,158,3647,466
260,Product_260,488,1642,642
261,Product_261,452,3783,889
262,Product_262,9,244,414
263,Product_263,490,2464,665
264,Product_264,487,570,428
265,Product_265,49,1205,706
266,Product_266,22,143,755
267,Product_267,42,4329,264
268,Product_268,196,2846,41
269,Product_269,321,2733,653
270,Product_270,236,3404,887
271,Product_271,266,1415,28
272,Product_272,87,1098,222
273,Product_273,150,4962,579
274,Product_274,44,4712,245
275,Product_275,93,3894,402
276,Product_276,175,4591,773
277,Product_277,349,2466,243
278,Product_278,184,3394,407
279,Product_279,239,2136,570
280,Product_280,167,3009,853
281,Product_281,141,878,470
282,Product_282,193,983,145
283,Product_283,94,3620,955
284,Product_284,292,2703,155
285,Product_285,176,2469,376
286,Product_286,148,741,353
287,Product_287,84,672,119
288,Product_288,279,255,282
289,Product_289,462,1685,52
290,Product_290,135,3402,468
291,Product_291,244,2332,85
292,Product_292,420,2111,491
293,Product_293,427,1879,236
294,Product_294,62,1388,326
295,Product_295,482,61,151
296,Product_296,490,2932,92
297,Product_297,174,3811,241
298,Product_298,448,2545,682
299,Product_299,60,4369,855
300,Product_300,123,37,723
301,Product_301,445,3856,580
302,Product_302,173,4071,22
303,Product_303,486,25,863
304,Product_304,384,4075,495
305,Product_305,381,908,434
306,Product_306,398,786,338
307,Product_307,261,338,146
308,Product_308,274,4942,888
309,Product_309,153,2368,1000
310,Product_310,388,1655,993
311,Product_311,302,4028,537
312,Product_312,284,4032,873
313,Product_313,469,2689,877
314,Product_314,293,4133,280
315,Product_315,372,894,768
316,Product_316,433,3860,293
317,Product_317,433,961,439
318,Product_318,209,192,671
319,Product_319,149,2487,320
320,Product_320,75,2527,755
321,Product_321,220,948,422
322,Product_322,52,1350,971
323,Product_323,237,4366,121
324,Product_324,52,3620,731
325,Product_325,150,3326,985
326,Product_326,227,3860,313
327,Product_327,180,917,128
328,Product_328,210,4204,224
329,Product_329,292,1844,506
330,Product_330,383,3175,287
331,Product_331,371,3929,863
332,Product_332,433,1165,451
333,Product_333,177,1160,94
334,Product_334,241,3670,933
335,Product_335,252,910,532
336,Product_336,343,3497,646
337,Product_337,224,4529,387
338,Product_338,350,4585,816
339,Product_339,90,4446,78
340,Product_340,84,514,100
341,Product_341,317,2982,890
342,Product_342,234,969,64
343,Product_343,69,3255,25
344,Product_344,141,4514,297
345,Product_345,56,2447,934
346,Product_346,252,2131,842
347,Product_347,283,120,299
348,Product_348,136,2908,616
349,Product_349,426,3432,601
350,Product_350,246,1220,766
351,Product_351,60,2983,160
352,Product_352,498,2090,938
353,Product_353,70,4887,291
354,Product_354,445,828,774
355,Product_355,223,2709,416
356,Product_356,230,3527,707
357,Product_357,185,2347,695
358,Product_358,434,2045,986
359,Product_359,143,4229,581
360,Product_360,417,2112,688
361,Product_361,214,584,340
362,Product_362,274,2349,999
363,Product_363,139,2060,734
364,Product_364,405,2078,843
365,Product_365,240,3992,962
366,Product_366,25,3727,765
367,Product_367,289,1574,63
368,Product_368,280,3182,894
369,Product_369,150,2476,512
370,Product_370,43,924,771
371,Product_371,242,3807,641
372,Product_372,8,4467,258
373,Product_373,397,1266,666
374,Product_374,138,1839,316
375,Product_375,189,4068,764
376,Product_376,107,656,351
377,Product_377,162,3856,859
378,Product_378,254,2428,897
379,Product_379,9,4644,378
380,Product_380,58,937,445
381,Product_381,216,3520,20
382,Product_382,73,1054,239
383,Product_383,103,2348,364
384,Product_384,149,4017,384
385,Product_385,446,4129,549
386,Product_386,77,4352,881
387,Product_387,493,4234,234
388,Product_388,82,4071,680
389,Product_389,74,3187,969
390,Product_390,246,1992,780
391,Product_391,462,2497,950
392,Product_392,409,699,507
393,Product_393,314,1276,661
394,Product_394,183,368,217
395,Product_395,154,725,880
396,Product_396,81,456,977
397,Product_397,415,1971,136
398,Product_398,13,1421,305
399,Product_399,135,3784,440
400,Product_400,317,2825,212
401,Product_401,114,2830,126
402,Product_402,374,961,238
403,Product_403,330,897,363
404,Product_404,230,1855,537
405,Product_405,235,3542,60
406,Product_406,16,1100,998
407,Product_407,306,2183,679
408,Product_408,337,576,615
409,Product_409,145,860,80
410,Product_410,469,4634,614
411,Product_411,279,2888,820
412,Product_412,427,3704,588
413,Product_413,452,3784,54
414,Product_414,380,2833,22
415,Product_415,394,4619,532
416,Product_416,32,328,845
417,Product_417,225,4000,540
418,Product_418,369,4090,796
419,Product_419,97,59,210
420,Product_420,341,1445,927
421,Product_421,200,4373,426
422,Product_422,430,4573,69
423,Product_423,14,64,971
424,Product_424,45,3842,450
425,Product_425,291,2643,652
426,Product_426,99,3548,931
427,Product_427,279,4330,795
428,Product_428,51,4500,384
429,Product_429,51,4669,864
430,Product_430,223,3244,125
431,Product_431,239,1102,15
432,Product_432,493,1039,687
433,Product_433,394,2749,848
434,Product_434,294,883,882
435,Product_435,8,4396,45
436,Product_436,69,4088,66
437,Product_437,476,3489,761
438,Product_438,136,2578,539
439,Product_439,217,572,613
440,Product_440,348,1557,82
441,Product_441,199,1191,674
442,Product_442,419,3900,420
443,Product_443,440,4118,435
444,Product_444,354,2700,337
445,Product_445,141,4278,526
446,Product_446,457,3294,988
447,Product_447,285,4598,985
448,Product_448,470,2432,86
449,Product_449,465,3436,110
450,Product_450,282,96,413
451,Product_451,131,3930,160
452,Product_452,134,450,311
453,Product_453,102,2452,721
454,Product_454,345,2764,804
455,Product_455,316,3843,843
456,Product_456,86,884,84
457,Product_457,326,3571,504
458,Product_458,431,2560,107
459,Product_459,140,4504,88
460,Product_460,336,2932,727
461,Product_461,416,1914,15
462,Product_462,435,152,325
463,Product_463,488,3804,893
464,Product_464,237,4547,934
465,Product_465,416,2263,279
466,Product_466,9,1299,595
467,Product_467,129,1050,888
468,Product_468,352,2403,42
469,Product_469,457,4182,140
470,Product_470,173,1267,262
471,Product_471,496,1774,998
472,Product_472,32,4466,752
473,Product_473,278,964,91
474,Product_474,86,2030,827
475,Product_475,383,2838,886
476,Product_476,5,4423,778
477,Product_477,262,2696,690
478,Product_478,75,4252,933
479,Product_479,387,4104,544
480,Product_480,112,4446,465
481,Product_481,424,3871,202
482,Product_482,360,3587,736
483,Product_483,219,3555,814
484,Product_484,192,238,638
485,Product_485,451,2595,696
486,Product_486,22,1348,407
487,Product_487,422,4615,815
488,Product_488,40,3293,827
489,Product_489,220,4235,979
490,Product_490,17,1178,338
491,Product_491,233,3148,605
492,Product_492,167,3640,269
493,Product_493,43,4183,94
494,Product_494,134,1174,609
495,Product_495,171,4878,401
496,Product_496,297,279,161
497,Product_497,307,1558,411
498,Product_498,66,2276,470
499,Product_499,163,3511,642
500,Product_500,68,905,391
501,Product_501,297,2885,244
502,Product_502,400,2259,438
503,Product_503,249,190,203
504,Product_504,162,4396,438
505,Product_505,258,2375,942
506,Product_506,190,2376,684
507,Product_507,143,4283,771
508,Product_508,79,2419,349
509,Product_509,108,4203,151
510,Product_510,177,1593,825
511,Product_511,149,4597,661
512,Product_512,329,2714,762
513,Product_513,348,1904,988
514,Product_514,283,899,204
515,Product_515,299,2732,756
516,Product_516,88,3263,936
517,Product_517,123,1522,19
518,Product_518,105,1095,908
519,Product_519,299,559,392
520,Product_520,143,4241,264
521,Product_521,344,648,481
522,Product_522,433,924,89
523,Product_523,133,4737,529
524,Product_524,480,1269,374
525,Product_525,221,809,766
526,Product_526,404,2231,862
527,Product_527,280,223,154
528,Product_528,99,3819,370
529,Product_529,253,1275,238
530,Product_530,31,3380,910
531,Product_531,6,332,653
532,Product_532,248,4289,923
533,Product_533,301,4775,65
534,Product_534,219,4584,5
535,Product_535,50,3938,123
536,Product_536,190,3575,579
537,Product_537,195,3333,169
538,Product_538,434,4333,684
539,Product_539,167,2950,153
540,Product_540,225,2443,274
541,Product_541,433,1328,330
542,Product_542,368,3316,911
543,Product_543,374,2816,412
544,Product_544,425,1512,14
545,Product_545,222,2078,232
546,Product_546,156,2741,476
547,Product_547,443,1559,278
548,Product_548,135,1598,292
549,Product_549,21,2403,403
550,Product_550,229,2176,996
551,Product_551,211,282,797
552,Product_552,385,599,388
553,Product_553,280,1560,983
554,Product_554,202,4622,827
555,Product_555,82,3247,977
556,Product_556,491,2667,15
557,Product_557,308,2618,933
558,Product_558,468,673,44
559,Product_559,314,4825,603
560,Product_560,440,870,176
561,Product_561,396,177,103
562,Product_562,131,4894,860
563,Product_563,432,2744,424
564,Product_564,88,2351,23
565,Product_565,291,1833,136
566,Product_566,369,1060,1000
567,Product_567,122,1946,126
568,Product_568,443,403,844
569,Product_569,454,3050,40
570,Product_570,355,4964,944
571,Product_571,181,3752,535
572,Product_572,322,1956,114
573,Product_573,144,527,35
574,Product_574,128,2278,942
575,Product_575,217,3696,446
576,Product_576,419,3788,17
577,Product_577,99,2902,911
578,Product_578,187,2130,76
579,Product_579,375,1818,24
580,Product_580,261,4328,229
581,Product_581,147,2540,703
582,Product_582,28,4553,31
583,Product_583,261,970,687
584,Product_584,240,2145,11
585,Product_585,498,4961,342
586,Product_586,392,1115,526
587,Product_587,337,4941,102
588,Product_588,116,3707,932
589,Product_589,393,252,468
590,Product_590,417,1696,727
591,Product_591,106,4003,247
592,Product_592,336,1869,399
593,Product_593,393,2804,626
594,Product_594,149,2297,872
595,Product_595,203,4902,73
596,Product_596,282,4118,772
597,Product_597,12,3281,6
598,Product_598,225,1382,274
599,Product_599,169,1152,780
600,Product_600,456,2980,129
601,Product_601,458,3293,777
602,Product_602,159,337,202
603,Product_603,342,3654,817
604,Product_604,110,3068,549
605,Product_605,334,3534,331
606,Product_606,83,1475,819
607,Product_607,456,3296,72
608,Product_608,33,4817,498
609,Product_609,77,4505,884
610,Product_610,492,1770,684
611,Product_611,23,44,476
612,Product_612,54,4591,86
613,Product_613,491,690,102
614,Product_614,266,3851,544
615,Product_615,262,4574,860
616,Product_616,101,975,268
617,Product_617,147,2902,262
618,Product_618,432,40,939
619,Product_619,262,4408,630
620,Product_620,149,4532,989
621,Product_621,167,1323,90
622,Product_622,357,4148,439
623,Product_623,201,3651,525
624,Product_624,156,1010,912
625,Product_625,334,3087,190
626,Product_626,339,1290,486
627,Product_627,458,3400,892
628,Product_628,328,3741,262
629,Product_629,97,4148,29
630,Product_630,421,3038,757
631,Product_631,450,2370,151
632,Product_632,9,2082,148
633,Product_633,399,445,186
634,Product_634,499,4607,473
635,Product_635,204,655,885
636,Product_636,487,1232,299
637,Product_637,209,49,380
638,Product_638,484,4557,474
639,Product_639,288,3050,502
640,Product_640,20,2500,924
641,Product_641,198,338,34
642,Product_642,69,2022,616
643,Product_643,163,632,730
644,Product_644,435,4357,739
645,Product_645,111,3960,872
646,Product_646,81,998,636
647,Product_647,56,3215,645
648,Product_648,225,1754,181
649,Product_649,378,2596,541
650,Product_650,185,1821,662
651,Product_651,425,771,867
652,Product_652,46,2583,383
653,Product_653,33,3907,861
654,Product_654,376,4001,325
655,Product_655,84,2839,55
656,Product_656,172,3008,166
657,Product_657,311,3712,186
658,Product_658,159,4247,507
659,Product_659,58,1293,989
660,Product_660,302,3782,31
661,Product_661,132,3899,974
662,Product_662,164,1269,130
663,Product_663,184,853,226
664,Product_664,47,3753,410
665,Product_665,491,271,744
666,Product_666,332,3015,798
667,Product_667,270,1683,137
668,Product_668,107,485,987
669,Product_669,100,1389,423
670,Product_670,194,2508,795
671,Product_671,14,240,983
672,Product_672,378,4294,929
673,Product_673,204,870,928
674,Product_674,345,1939,222
675,Product_675,493,4495,218
676,Product_676,476,1779,477
677,Product_677,470,1806,354
678,Product_678,196,4383,577
679,Product_679,218,766,703
680,Product_680,56,3538,454
681,Product_681,395,4695,220
682,Product_682,494,1947,819
683,Product_683,106,4764,464
684,Product_684,277,2544,189
685,Product_685,197,1495,398
686,Product_686,141,880,1000
687,Product_687,160,4029,6
688,Product_688,273,1591,952
689,Product_689,376,1184,595
690,Product_690,20,3911,423
691,Product_691,143,2782,770
692,Product_692,351,2034,567
693,Product_693,267,4005,281
694,Product_694,257,258,803
695,Product_695,430,803,475
696,Product_696,282,4790,981
697,Product_697,76,285,394
698,Product_698,357,1722,96
699,Product_699,483,2134,933
700,Product_700,263,3267,415
701,Product_701,384,2811,588
702,Product_702,498,4928,766
703,Product_703,144,136,573
704,Product_704,5,2870,59
705,Product_705,478,1272,393
706,Product_706,222,1254,787
707,Product_707,177,1914,82
708,Product_708,77,2044,309
709,Product_709,442,3780,358
710,Product_710,171,2340,717
711,Product_711,155,147,952
712,Product_712,298,1729,33
713,Product_713,190,1225,458
714,Product_714,153,3045,228
715,Product_715,30,4899,954
716,Product_716,186,3364,110
717,Product_717,418,1893,458
718,Product_718,49,3193,507
719,Product_719,58,839,885
720,Product_720,394,1322,721
721,Product_721,305,2186,555
722,Product_722,54,4892,965
723,Product_723,345,4403,18
724,Product_724,383,2707,131
725,Product_725,9,976,794
726,Product_726,207,3857,441
727,Product_727,341,3229,433
728,Product_728,139,1747,154
729,Product_729,247,4920,546
730,Product_730,310,3437,320
731,Product_731,316,2057,157
732,Product_732,333,4533,739
733,Product_733,62,275,481
734,Product_734,162,4995,734
735,Product_735,170,1524,587
736,Product_736,65,2325,692
737,Product_737,222,3864,930
738,Product_738,81,4106,986
739,Product_739,72,152,535
740,Product_740,363,2465,253
741,Product_741,430,3014,831
742,Product_742,483,2928,999
743,Product_743,454,3533,589
744,Product_744,391,3150,191
745,Product_745,485,277,228
746,Product_746,393,2831,423
747,Product_747,263,4539,338
748,Product_748,470,196,427
749,Product_749,288,598,49
750,Product_750,400,3233,424
751,Product_751,381,418,219
752,Product_752,491,513,887
753,Product_753,342,291,97
754,Product_754,27,3035,379
755,Product_755,183,2378,321
756,Product_756,372,4559,652
757,Product_757,64,23,238
758,Product_758,469,36,753
759,Product_759,31,1844,108
760,Product_760,408,4323,511
761,Product_761,95,2791,742
762,Product_762,284,1378,478
763,Product_763,245,1705,13
764,Product_764,375,2376,976
765,Product_765,398,4111,172
766,Product_766,146,2869,559
767,Product_767,123,3050,298
768,Product_768,454,3353,858
769,Product_769,214,2143,345
770,Product_770,423,4650,615
771,Product_771,475,403,76
772,Product_772,266,2700,74
773,Product_773,237,2835,19
774,Product_774,7,4584,404
775,Product_775,4,3187,977
776,Product_776,453,4078,475
777,Product_777,333,1449,768
778,Product_778,128,371,954
779,Product_779,252,2954,535
780,Product_780,461,2816,501
781,Product_781,253,4062,247
782,Product_782,107,1126,975
783,Product_783,304,3405,506
784,Product_784,375,2230,241
785,Product_785,314,1892,713
786,Product_786,117,1804,383
787,Product_787,404,1831,517
788,Product_788,176,1713,572
789,Product_789,241,2628,126
790,Product_790,135,4685,875
791,Product_791,33,3209,316
792,Product_792,200,3362,359
793,Product_793,152,4555,207
794,Product_794,328,2517,225
795,Product_795,296,4194,919
796,Product_796,3,1477,661
797,Product_797,311,4349,324
798,Product_798,36,1381,426
799,Product_799,473,1158,294
800,Product_800,1,1216,830
801,Product_801,411,1306,995
802,Product_802,465,2950,68
803,Product_803,159,4622,375
804,Product_804,55,3453,639
805,Product_805,116,2550,205
806,Product_806,266,3988,843
807,Product_807,49,4952,724
808,Product_808,179,1701,866
809,Product_809,310,501,873
810,Product_810,494,66,32
811,Product_811,251,1704,929
812,Product_812,379,1463,253
813,Product_813,255,950,630
814,Product_814,372,4019,10
815,Product_815,436,3543,930
816,Product_816,225,2137,612
817,Product_817,211,4060,40
818,Product_818,296,986,854
819,Product_819,446,156,832
820,Product_820,406,1266,731
821,Product_821,370,1941,833
822,Product_822,175,3178,260
823,Product_823,440,4150,87
824,Product_824,171,4852,309
825,Product_825,489,3457,367
826,Product_826,325,226,109
827,Product_827,59,72,414
828,Product_828,364,2011,360
829,Product_829,479,4478,215
830,Product_830,1,426,662
831,Product_831,53,4827,409
832,Product_832,475,2245,253
833,Product_833,189,679,227
834,Product_834,198,4323,178
835,Product_835,366,4370,29
836,Product_836,262,332,921
837,Product_837,384,1741,73
838,Product_838,257,1117,787
839,Product_839,65,1215,287
840,Product_840,339,613,616
841,Product_841,194,3935,947
842,Product_842,130,3809,191
843,Product_843,105,2103,670
844,Product_844,84,2752,443
845,Product_845,365,2148,107
846,Product_846,86,2732,867
847,Product_847,258,1823,419
848,Product_848,409,2631,45
849,Product_849,442,4288,543
850,Product_850,211,3124,463
851,Product_851,393,3104,954
852,Product_852,63,327,766
853,Product_853,216,2066,703
854,Product_854,243,1775,893
855,Product_855,248,2599,349
856,Product_856,121,1403,527
857,Product_857,283,1478,194
858,Product_858,288,948,561
859,Product_859,310,170,232
860,Product_860,114,3690,187
861,Product_861,177,4811,790
862,Product_862,349,605,552
863,Product_863,308,2310,803
864,Product_864,98,1271,652
865,Product_865,120,2905,973
866,Product_866,247,1933,800
867,Product_867,92,4124,642
868,Product_868,291,2032,962
869,Product_869,402,334,565
870,Product_870,273,1548,281
871,Product_871,168,739,945
872,Product_872,249,962,175
873,Product_873,150,1998,700
874,Product_874,302,3634,705
875,Product_875,441,3519,96
876,Product_876,340,3990,587
877,Product_877,398,2850,126
878,Product_878,131,801,853
879,Product_879,5,341,299
880,Product_880,229,149,83
881,Product_881,464,4879,988
882,Product_882,494,2407,642
883,Product_883,292,585,271
884,Product_884,378,3548,18
885,Product_885,249,3823,703
886,Product_886,436,594,600
887,Product_887,473,4876,290
888,Product_888,265,3878,954
889,Product_889,167,4649,474
890,Product_890,301,590,442
891,Product_891,385,3514,792
892,Product_892,132,4824,307
893,Product_893,60,1864,827
894,Product_894,123,3772,269
895,Product_895,406,2627,264
896,Product_896,454,4765,876
897,Product_897,346,3150,181
898,Product_898,468,2023,891
899,Product_899,275,2311,899
900,Product_900,376,1974,44
901,Product_901,173,3405,671
902,Product_902,16,2055,521
903,Product_903,313,4042,748
904,Product_904,133,3499,702
905,Product_905,139,3897,454
906,Product_906,204,381,166
907,Product_907,336,3468,7
908,Product_908,265,3387,876
909,Product_909,129,557,68
910,Product_910,258,1286,123
911,Product_911,39,3584,957
912,Product_912,419,1285,639
913,Product_913,190,1742,170
914,Product_914,390,1780,739
915,Product_915,161,3053,584
916,Product_916,326,2857,708
917,Product_917,264,2294,393
918,Product_918,36,4193,731
919,Product_919,63,1754,726
920,Product_920,284,1801,639
921,Product_921,479,354,712
922,Product_922,191,641,429
923,Product_923,40,4667,109
924,Product_924,327,1699,991
925,Product_925,286,761,255
926,Product_926,107,4967,20
927,Product_927,8,2589,230
928,Product_928,33,3085,417
929,Product_929,479,1683,395
930,Product_930,397,2545,694
931,Product_931,30,2510,133
932,Product_932,31,3466,850
933,Product_933,225,4118,117
934,Product_934,8,1905,237
935,Product_935,117,3617,175
936,Product_936,71,2819,730
937,Product_937,469,3751,101
938,Product_938,29,1200,467
939,Product_939,320,4602,659
940,Product_940,274,1730,664
941,Product_941,346,2839,577
942,Product_942,44,2785,243
943,Product_943,236,3333,990
944,Product_944,395,826,928
945,Product_945,218,2230,243
946,Product_946,75,617,255
947,Product_947,226,3283,46
948,Product_948,194,2530,151
949,Product_949,234,720,102
950,Product_950,150,1757,502
951,Product_951,72,1399,808
952,Product_952,209,1646,112
953,Product_953,302,157,610
954,Product_954,379,4312,407
955,Product_955,161,3016,976
956,Product_956,340,1027,616
957,Product_957,347,3648,176
958,Product_958,255,3753,809
959,Product_959,334,4395,490
960,Product_960,279,1100,813
961,Product_961,216,2246,37
962,Product_962,115,2699,612
963,Product_963,369,172,869
964,Product_964,257,4653,97
965,Product_965,13,229,616
966,Product_966,247,3178,116
967,Product_967,273,1091,329
968,Product_968,403,362,15
969,Product_969,11,766,794
970,Product_970,128,2978,291
971,Product_971,70,1625,252
972,Product_972,342,4142,108
973,Product_973,393,156,42
974,Product_974,426,685,238
975,Product_975,336,2381,577
976,Product_976,110,1717,838
977,Product_977,22,3601,797
978,Product_978,63,3211,616
979,Product_979,160,3233,851
980,Product_980,307,4212,541
981,Product_981,368,47,930
982,Product_982,288,4041,54
983,Product_983,137,2136,361
984,Product_984,35,4693,486
985,Product_985,330,440,370
986,Product_986,151,2142,914
987,Product_987,30,2157,793
988,Product_988,111,1527,509
989,Product_989,389,4811,446
990,Product_990,147,4454,751
991,Product_991,15,3128,102
992,Product_992,181,1431,694
993,Product_993,289,3364,852
994,Product_994,178,2835,917
995,Product_995,150,3977,455
996,Product_996,315,4309,415
997,Product_997,87,4215,358
998,Product_998,168,3325,711
999,Product_999,36,3716,352
1000,Product_1000,158,3626,322
1001,Product_1001,225,4832,875
1002,Product_1002,208,154,179
1003,Product_1003,148,144,259
1004,Product_1004,458,977,411
1005,Product_1005,41,2740,119
1006,Product_1006,392,1463,857
1007,Product_1007,274,2204,963
1008,Product_1008,121,4164,950
1009,Product_1009,296,688,366
